유형명,용도명,수출국,원산지,품목,수출국,원산지,총수입건수,총수입중량(톤),총수입금액(천$),부적합건수,부적합중량(톤),부적합금액(천$),현품부재중량(톤),현품부재금액(천$)
,,,,"냉장게(대게,자숙)",,,1,0.02,0.18,0,0,0,0,0
,,,,냉장게(던지네스게),,,5,0.33,3.31,0,0,0,0,0
,,,,"냉장게(던지네스게,자숙)",,,1,0.01,0.08,0,0,0,0,0
,,,,냉장게(민꽃게),,,23,13.48,22.16,1,0.13,0.09,0,0
,,,,냉장게(붉은대게),,,265,"4,274.17","4,151.21",4,19.16,25.16,0.5,4.25
,,,,"냉장게(붉은대게,자숙,절단)",,,3,21.75,43.56,0,0,0,0,0
,,,,냉장게(여섯갈래민꽃게),,,3,0.2,0.89,0,0,0,0,0
,,,,냉장게(왕게),,,"3,279","3,348.93","6,262.11",4,0.42,0.42,0,0
,,,,"냉장게(왕게,자숙)",,,2,0.18,1.15,0,0,0,0,0
,,,,"냉장게(왕게,자숙,절단)",,,6,5.65,51.6,0,0,0,0,0
,,,,냉장게(집게다리),,,1,0.03,0.12,0,0,0,0,0
,,,,냉장게(참게),,,4,0.55,3.81,0,0,0,0,0
,,,,냉장게(청색꽃게),,,5,0.43,3.21,0,0,0,0,0
,,,,냉장게(털게),,,475,109.07,253.33,3,3.91,4.28,0,0
,,,,냉장게(톱날꽃게),,,2,0.17,1.89,0,0,0,0,0
,,,,"냉장게살(붉은대게,자숙)",,,3,36.09,166.46,0,0,0,0,0
,,,,냉장게살(자숙),,,5,0.05,1.18,0,0,0,0,0
,,,,"냉장게살(집게다리,자숙)",,,1,0.09,1.9,0,0,0,0,0
,,,,냉장고둥(골뱅이),,,23,72.72,71.86,0,0,0,0,0
,,,,냉장고둥(조각매물고둥),,,2,0.59,0.3,0,0,0,0,0
,,,,냉장고둥(피뿔고둥),,,13,38.38,60.42,0,2.88,5.75,0,0
,,,,냉장고둥살(검은갯고둥),,,2,0.27,0.81,1,0.15,0.45,0,0
,,,,"냉장고둥살(피뿔고둥,자숙)",,,4,30.63,231.13,0,0,0,0,0
,,,,냉장고등어,,,"3,198","16,744.38","26,654.52",1,0.03,0.01,0,0
,,,,"냉장고등어(자숙, F)",,,2,0.02,0.51,0,0,0,0,0
,,,,냉장곤이(대구),,,12,0.37,4.49,0,0,0,0,0
,,,,냉장곤이(명태),,,1,0.18,0.57,0,0,0,0,0
,,,,냉장곰치,,,5,10.45,5.88,0,0,0,0,0
,,,,냉장군평선이,,,5,2.26,4.98,0,0,0,0,0
,,,,냉장굴,,,115,40.85,193.42,3,0.21,2.04,2.7,1.09
,,,,냉장굴(탈각),,,280,437.02,812.83,10,9.58,26.97,0,0
,,,,냉장기름치,,,1,0.18,0.14,0,0,0,0,0
,,,,냉장김,,,4,13.78,3.52,0,0,0,0,0
,,,,냉장꺽지,,,11,0.54,5.49,0,0,0,0,0
,,,,냉장꺽지(F),,,4,0.09,2.13,0,0,0,0,0
,,,,냉장꼬치고기,,,3,0.16,0.71,0,0,0,0,0
,,,,냉장꼬치고기(자숙),,,1,0,0.17,0,0,0,0,0
,,,,냉장꼴뚜기,,,29,15.28,21.13,2,4.96,4.96,0,0
,,,,냉장꼴뚜기(귀꼴뚜기),,,1,0.33,0.86,0,0,0,0,0
,,,,냉장꽁치,,,"2,905","9,945.01","16,109.72",1,3.36,4.75,0,0
,,,,냉장낙지,,,"50,101","108,761.39","329,333.86",87,195.04,471.74,1.98,3.39
,,,,냉장날새기,,,49,6.03,71.99,0,0,0,0,0
,,,,"냉장날새기(F,횟감)",,,3,0.59,7.96,0,0,0,0,0
,,,,냉장남방성대,,,1,0.01,0.04,0,0,0,0,0
,,,,냉장넙치,,,167,107.96,495.78,3,1.04,1.12,0,0
,,,,냉장넙치(F),,,16,2.7,37.55,0,0,0,0,0
,,,,냉장노랑촉수,,,2,0.04,1.33,0,0,0,0,0
,,,,냉장노래미(쥐노래미),,,5,3.21,2.8,1,0.98,0.29,0,0
,,,,냉장농어,,,247,73.59,650.16,1,0,0.16,0,0
,,,,냉장농어(F),,,5,0.61,10.16,1,0.02,0.16,0,0
,,,,냉장농어(점농어),,,1,0.03,0.04,0,0,0,0,0
,,,,냉장농어(줄농어),,,6,0.43,8.34,0,0,0,0,0
,,,,냉장눈볼대,,,8,4.19,24.17,0,0,0,0,0
,,,,냉장다랑어(가다랑어),,,154,1.43,28.28,0,0,0,0,0
,,,,냉장다랑어(날개다랑어),,,22,2.32,10.66,0,0,0,0,0
,,,,냉장다랑어(남방참다랑어),,,318,52.07,"1,850.63",1,0.16,2.4,0,0
,,,,"냉장다랑어(남방참다랑어,F,횟감)",,,52,2.47,60.63,0,0,0,0,0
,,,,냉장다랑어(눈다랑어),,,"1,356",170.3,"1,549.98",7,1.03,9.5,0,0
,,,,"냉장다랑어(눈다랑어,F)",,,17,1.47,13.1,0,0,0,0,0
,,,,"냉장다랑어(눈다랑어,F,횟감)",,,104,17.36,149.23,1,0.02,0.12,0,0
,,,,냉장다랑어(대서양참다랑어),,,998,234.35,"7,626.1",0,0,0,0,0
,,,,"냉장다랑어(대서양참다랑어,F,횟감)",,,236,12.4,539.51,0,0,0,0,0
,,,,냉장다랑어(참다랑어),,,"1,123",407.42,"8,646.79",0,0,0,0,0
,,,,"냉장다랑어(참다랑어,F)",,,197,2.22,552.44,0,0,0,0,0
,,,,"냉장다랑어(참다랑어,F,횟감)",,,432,7.1,"1,343.93",6,0.07,16.54,0,0
,,,,냉장다랑어(황다랑어),,,"1,350",217.09,"1,495.24",2,0.71,3.27,0,0
,,,,"냉장다랑어(황다랑어,F)",,,87,8.97,149.03,0,0,0,0,0
,,,,"냉장다랑어(황다랑어,F,횟감)",,,343,24.56,325.94,1,0.25,1.22,0,0
,,,,냉장다슬기,,,3,5.06,3.07,1,0.03,0.04,0,0
,,,,냉장달강어,,,5,0.79,0.46,0,0,0,0,0
,,,,냉장달고기,,,14,1.98,7.43,2,0.04,0.16,0,0
,,,,냉장대구,,,"18,269","35,129.91","76,893.47",8,14.38,18.77,1.72,2.94
,,,,냉장대구(빨간대구),,,3,0.3,0.45,0,0,0,0,0
,,,,냉장대구(은대구),,,77,4,43.1,0,0,0,0,0
,,,,"냉장대구(은대구,F)",,,4,0.28,2.85,1,0.04,0.4,0,0
,,,,냉장대합,,,13,39.69,63.88,1,0.48,1.44,0.76,0.38
,,,,냉장대합(북방대합),,,2,0.01,0.25,0,0,0,0,0
,,,,냉장대합살,,,1,2.22,4.44,0,0,0,0,0
,,,,냉장도루묵,,,885,"2,165.25","6,140.08",3,8.77,50.12,0,0
,,,,냉장돔,,,"1,506",860.11,"6,669.62",0,0,0,0,0
,,,,냉장돔(F),,,2,0.21,1.06,1,0.11,0.76,0,0
,,,,냉장돔(감성돔),,,843,167.79,525.43,0,0,0,0,0
,,,,냉장돔(귀족돔),,,12,12.51,105.31,0,0,0,0,0
,,,,냉장돔(금눈돔),,,86,1.95,75.33,0,0,0,0,0
,,,,냉장돔(꼬리돔),,,3,0.1,1.86,0,0,0,0,0
,,,,"냉장돔(남방물렁돔,F)",,,2,0.03,0.16,0,0,0,0,0
,,,,"냉장돔(남방은샛돔,F)",,,1,0.03,0.14,0,0,0,0,0
,,,,"냉장돔(남방청샛돔,F)",,,1,0.03,0.14,0,0,0,0,0
,,,,"냉장돔(노랑띠자붉돔,F)",,,3,0.06,0.78,0,0,0,0,0
,,,,냉장돔(동갈돗돔),,,1,0.22,0.22,0,0,0,0,0
,,,,냉장돔(물렁돔),,,4,0.14,1.5,0,0,0,0,0
,,,,냉장돔(벤자리),,,166,2.84,21.49,0,0,0,0,0
,,,,냉장돔(벵에돔),,,1,0.11,0.42,0,0,0,0,0
,,,,냉장돔(부시돔),,,1,0.02,0.1,0,0,0,0,0
,,,,냉장돔(붉돔),,,52,13.08,44.31,0,0,0,0,0
,,,,냉장돔(새눈치),,,2,0.71,2.28,0,0,0,0,0
,,,,냉장돔(샛돔),,,14,2.52,2.55,0,0,0,0,0
,,,,냉장돔(실꼬리돔),,,1,0.12,1.11,0,0,0,0,0
,,,,냉장돔(어름돔),,,47,3.89,4.38,0,0,0,0,0
,,,,냉장돔(옥돔),,,740,"1,124.39","5,645.85",0,0,0,0,0
,,,,냉장돔(옥두어),,,1,2.04,4.37,0,0,0,0,0
,,,,냉장돔(진홍퉁돔),,,1,7.26,18.15,0,0,0,0,0
,,,,"냉장돔(진홍퉁돔,F)",,,4,0.08,1.27,0,0,0,0,0
,,,,냉장돔(참돔),,,"8,748","5,666.91","29,711.78",6,2.83,16.29,0.04,0.31
,,,,냉장돔(청황돔),,,1,0.11,0.39,0,0,0,0,0
,,,,냉장돔(황돔),,,"8,583","2,002.45","17,083.08",79,20.54,122.95,0,0
,,,,냉장돔(황적퉁돔),,,1,0.06,0.91,0,0,0,0,0
,,,,"냉장돔(황적퉁돔,F)",,,3,0.21,6.35,0,0,0,0,0
,,,,냉장돔(흑돔),,,2,0.21,1.79,0,0,0,0,0
,,,,"냉장돔(흑점샛돔,F)",,,1,0.01,0.12,0,0,0,0,0
,,,,냉장동자개,,,2,0.42,2.54,0,0,0,0,0
,,,,냉장동죽살,,,82,128.26,215.78,0,0,0,0,0
,,,,냉장듀피시(F),,,1,0.03,0.66,1,0.03,0.66,0,0
,,,,냉장등가시치,,,1,1.81,1.93,0,0,0,0,0
,,,,냉장뚝지,,,14,3.5,7.09,0,0,0,0,0
,,,,냉장루비(F),,,1,0.01,0.05,0,0,0,0,0
,,,,냉장만새기,,,3,1.05,1.6,0,0,0,0,0
,,,,냉장만새기(F),,,3,0.15,1.34,0,0,0,0,0
,,,,"냉장메기(남방붉은메기,F)",,,2,0.05,0.34,0,0,0,0,0
,,,,냉장메기(붉은메기),,,47,63.13,116.78,0,0,0,0,0
,,,,냉장메기(체장메기),,,1,0.09,0.09,0,0,0,0,0
,,,,냉장멸치,,,1,0.2,0.37,0,0,0,0,0
,,,,냉장명태,,,"38,274","233,567.45","527,197.29",14,62.48,95.61,9.58,14.68
,,,,냉장모래무지,,,1,0.5,0.8,0,0,0,0,0
,,,,냉장문어,,,314,85.88,284.79,2,1.13,3.12,0,0
,,,,냉장문어(다리),,,1,0.1,0.73,0,0,0,0,0
,,,,냉장문어(왜문어),,,3,4.87,16.83,0,0,0,0,0
,,,,냉장문어(자숙),,,1,0.11,0.21,0,0,0,0,0
,,,,냉장미꾸라지(F),,,3,0.15,0.45,3,0.15,0.45,0,0
,,,,냉장미역,,,1,13.96,22.84,0,0,0,0,0
,,,,냉장민어(긴가이석태),,,1,0.08,0.87,0,0,0,0,0
,,,,냉장민어(동갈민어),,,10,0.84,1.91,0,0,0,0,0
,,,,냉장민어(동등이석태),,,1,0.22,0.4,0,0,0,0,0
,,,,냉장민어(민어),,,"2,545","3,820.59","10,737.36",8,3.89,14.56,0,0
,,,,냉장민어(보구치),,,675,151.96,393.77,0,0,0,0,0
,,,,냉장민어(붉은이석태),,,1,0.06,0.15,0,0,0,0,0
,,,,냉장민어(수조기),,,"6,516","1,000.09","4,804.39",1,0.01,0.06,0,0
,,,,냉장민어(점민어),,,1,0.04,0.12,0,0,0,0,0
,,,,냉장민어(파마이석태),,,1,1.01,1.98,0,0,0,0,0
,,,,냉장민어(홍민어),,,2,0.24,1.68,0,0,0,0,0
,,,,냉장민어(흑조기),,,10,1.38,3.66,0,0,0,0,0
,,,,냉장밀크피시,,,9,1.8,1.86,0,0,0,0,0
,,,,냉장바라문디,,,1,0.05,0.68,0,0,0,0,0
,,,,냉장바리,,,5,0.07,0.48,0,0,0,0,0
,,,,냉장바리(갈색둥근바리),,,6,0.25,2.7,0,0,0,0,0
,,,,냉장바리(능성어),,,1,0.12,0.84,0,0,0,0,0
,,,,"냉장바리(능성어,F)",,,3,0.14,0.66,0,0,0,0,0
,,,,냉장바리(다금바리),,,2,0.1,0.79,0,0,0,0,0
,,,,냉장바리(무늬바리),,,89,5.92,24.22,0,0,0,0,0
,,,,냉장바리(볼줄바리),,,7,0.47,0.48,0,0,0,0,0
,,,,냉장바리(점줄우럭),,,4,0.52,5.33,0,0,0,0,0
,,,,냉장바리(흉기흑점바리),,,3,0.29,1.47,0,0,0,0,0
,,,,냉장바지락,,,7,22.6,13.43,0,0,0,0,0
,,,,냉장바지락살,,,"2,901","7,727.52","20,238.06",3,7.35,19.52,0,0
,,,,냉장방어,,,586,634.51,"3,792.5",1,0.17,0.53,0,0
,,,,냉장방어(F),,,13,0.5,9.44,0,0,0,0,0
,,,,"냉장방어(F,포장횟감)",,,247,30.41,872.96,1,0.3,5.04,0,0
,,,,냉장방어(부시리),,,3,0.05,0.68,0,0,0,0,0
,,,,냉장방어(잿방어),,,167,2.29,52.12,0,0,0,0,0
,,,,냉장배불뚝치(F),,,2,0.24,1.46,0,0,0,0,0
,,,,냉장백합,,,4,10.29,5.5,1,0,0,0.32,0.16
,,,,냉장백합(BITTERSWEET),,,1,2.61,1.7,0,0,0,0,0
,,,,냉장백합(비너스백합),,,1,0.21,0.15,0,0,0,0,0
,,,,냉장밴댕이,,,1,1.47,1.65,0,0,0,0,0
,,,,냉장벌레문치,,,1,0.39,0.55,0,0,0,0,0
,,,,냉장병어,,,472,231.51,"2,345.82",0,0,0,0.06,0.39
,,,,냉장병어(남방병어),,,1,0.04,0.12,0,0,0,0,0
,,,,냉장보리멸,,,4,0.15,0.39,1,0,0.02,0,0
,,,,냉장보리멸(F),,,3,0.07,1.59,0,0,0,0,0
,,,,냉장복어(검복),,,94,101.69,405.23,31,33.32,128.85,0,0
,,,,냉장복어(까치복),,,"1,914","2,648.07","17,558.86",33,42.87,317.66,0.02,0.1
,,,,냉장복어(까칠복),,,51,191.99,870.38,0,0,0,0,0
,,,,냉장복어(매리복),,,1,5.48,13.7,1,5.48,13.7,0,0
,,,,냉장복어(불룩복),,,1,0.02,0.02,1,0.02,0.02,0,0
,,,,"냉장복어(은띠복, 신선복)",,,1,0.3,0.9,1,0.3,0.9,0,0
,,,,"냉장복어(은밀복, 흰밀복)",,,28,15.39,37.63,0,0,0,0,0
,,,,냉장복어(자주복),,,"2,119","12,064.22","96,647.49",4,8.72,63.79,0.15,1.18
,,,,냉장복어(졸복),,,9,5.85,11.96,6,1.1,2.2,0,0
,,,,"냉장복어(참복, 검자주복)",,,55,24.2,125.86,0,0,0,0,0
,,,,냉장복어(황복),,,151,306.62,"1,971.23",5,6.9,24.22,0,0
,,,,"냉장복어(흑밀복, 검은밀복)",,,5,3.23,5.81,1,0.31,0.31,0,0
,,,,냉장볼락,,,25,7.22,16.52,0,0,0,0,0
,,,,냉장볼락(쏨뱅이),,,2,0.09,1.64,0,0,0,0,0
,,,,냉장볼락(장문볼락),,,3,0.33,2.72,0,0,0,0,0
,,,,냉장볼락(조피볼락),,,427,377.17,611.6,5,2.51,4.18,0,0
,,,,냉장붉평치,,,4,0.31,1.6,2,0.1,0.39,0,0
,,,,냉장붉평치(F),,,33,3.08,15.48,0,0,0,0,0
,,,,냉장블랙시바스,,,1,0.13,0.45,0,0,0,0,0
,,,,냉장블루마오리,,,1,0.05,0.64,0,0,0,0,0
,,,,냉장블루아이(F),,,1,0.03,0.55,0,0,0,0,0
,,,,냉장블루피쉬,,,1,0.13,1.15,0,0,0,0,0
,,,,냉장살꺽정이,,,1,0.15,0.4,0,0,0,0,0
,,,,냉장삼세기,,,2,0.22,0.08,0,0,0,0,0
,,,,냉장삼치,,,72,107.31,111.94,1,2.37,2.18,0.05,0.11
,,,,냉장상어,,,5,1.7,1.55,0,0,0,0,0
,,,,냉장상어(개상어),,,101,8.96,8.47,1,0.09,1.21,0,0
,,,,냉장상어(곱상어),,,4,0.71,0.98,0,0,0,0,0
,,,,냉장상어(귀상어),,,1,0.1,0.04,0,0,0,0,0
,,,,냉장상어(별상어),,,168,22.13,17.3,0,0,0,0,0
,,,,"냉장상어(지느러미,자숙)",,,4,0.36,53.88,0,0,0,0,0
,,,,냉장상어(청상아리),,,2,0.08,0.06,0,0,0,0,0
,,,,냉장새우,,,44,17.83,87.84,6,1.8,10.07,0,0
,,,,냉장새우(RED ENDEAVOUR PRAWN),,,11,5.15,21.73,0,0,0,0,0
,,,,냉장새우(꽃새우),,,2,1.2,1.24,0,0,0,0,0
,,,,냉장새우(닭새우),,,25,2.46,23.2,4,0.76,6.23,0,0
,,,,냉장새우(대하),,,66,89.22,411.96,0,0,0,0,0
,,,,냉장새우(도화새우),,,3,0.17,5.37,0,0,0,0,0
,,,,냉장새우(무지개새우),,,1,0.09,0.19,0,0,0,0,0
,,,,냉장새우(민물새우),,,3,0.74,1.52,0,0,0,0,0
,,,,냉장새우(바나나새우),,,112,16.34,187.39,0,0,0,0,0
,,,,냉장새우(백새우),,,"4,754",823.16,"6,427.73",4,0.73,3.7,0,0
,,,,냉장새우(보리새우),,,18,1.39,29.59,0,0,0,0,0
,,,,냉장새우(부채새우),,,7,0.27,2.54,0,0,0,0,0
,,,,냉장새우(북쪽분홍새우),,,2,0.53,0.51,0,0,0,0,0
,,,,냉장새우(새뱅이),,,3,0.45,1.06,0,0,0,0,0
,,,,냉장새우(중하),,,"2,046","2,442.37","15,619.7",1,0.12,0.65,0,0
,,,,냉장새우(징거미새우),,,36,12.09,28.74,0,0,0,0,0
,,,,냉장새우(큰징거미새우),,,18,7.91,39.3,0,0,0,0,0
,,,,냉장새우(홍다리얼룩새우),,,"18,766","11,018.79","97,751.62",2,0.38,3.88,0,0
,,,,냉장새우(흰다리새우),,,"16,806","16,970.95","97,295.58",3,1.37,8.23,0.49,2.45
,,,,냉장새우살,,,35,26.44,164.6,0,0,0,0,0
,,,,냉장새우살(백새우),,,1,0.02,0.1,0,0,0,0,0
,,,,냉장새우살(부채새우),,,1,0.05,0.49,0,0,0,0,0
,,,,냉장새우살(홍다리얼룩새우),,,3,0.15,0.42,0,0,0,0,0
,,,,냉장새치(녹새치),,,48,4.94,24.69,0,0,0,0,0
,,,,"냉장새치(녹새치,F)",,,3,0.18,0.75,0,0,0,0,0
,,,,냉장새치(돛새치),,,30,4.36,19.8,0,0,0,0,0
,,,,"냉장새치(돛새치,F)",,,25,1.73,9.36,0,0,0,0,0
,,,,냉장새치(백새치),,,40,2.94,18.87,0,0,0,0,0
,,,,냉장새치(청새치),,,39,3.53,16.26,1,0.07,0.14,0,0
,,,,"냉장새치(청새치,F)",,,35,2.25,17.07,0,0,0,0,0
,,,,냉장새치(황새치),,,72,6.99,38.28,0,0,0,0,0
,,,,"냉장새치(황새치,F)",,,37,2.47,18.88,0,0,0,0,0
,,,,냉장서대,,,596,762.34,"2,042.08",3,2.14,5.88,0,0
,,,,냉장서대(개서대),,,1,0.2,0.3,1,0.2,0.3,0,0
,,,,냉장서대(용서대),,,2,3.07,7.17,0,0,0,0,0
,,,,냉장서대(참서대),,,10,4.54,10.01,0,0,0,0,0
,,,,냉장선홍치,,,4,3.95,1.43,0,0,0,0,0
,,,,냉장성게,,,23,34.04,129.79,0,0,0,0,0
,,,,냉장성게(알),,,"1,309",81.65,"3,568.2",1,0.16,4.65,0,0
,,,,"냉장성게(알, 횟감)",,,"2,017",176.97,"13,507.31",1,0.21,6.26,0,0
,,,,냉장성대,,,5,0.24,1.04,0,0,0,0,0
,,,,냉장소라,,,1,0.02,0,0,0,0,0,0
,,,,냉장송어,,,213,150.31,"1,333.51",1,0.01,0.09,0,0
,,,,냉장송어(F),,,304,193.66,"4,134.1",0,0,0,0,0
,,,,냉장송어(무지개송어),,,4,0.19,1.52,0,0,0,0,0
,,,,"냉장송어(훈제,F)",,,2,0.01,0.22,0,0,0,0,0
,,,,냉장숭어,,,7,7.61,10.58,1,0,0.01,0,0
,,,,냉장쏘가리,,,58,5.92,42.73,1,0.04,0.56,0,0
,,,,냉장쑤기미,,,3,0.61,1.43,0,0,0,0,0
,,,,냉장아귀,,,"18,848","18,732.56","76,006.53",1,2,8,0.76,1.85
,,,,냉장양태,,,"1,377",908.57,"1,903.25",2,1.13,1.49,0.02,0.03
,,,,"냉장어란(날치알,캐비어대용)",,,2,0.35,3.75,0,0,0,0,0
,,,,냉장어란(명란),,,4,4.72,40.02,0,0,0,0,0
,,,,냉장어란(숭어알),,,6,0.22,24.23,0,0,0,0,0
,,,,"냉장어란(연어알,캐비아대용)",,,62,3.62,41.59,0,0,0,0,0
,,,,냉장어란(철갑상어알),,,24,0.16,101.9,0,0,0,0,0
,,,,냉장연어,,,"58,559","104,226.59","979,113.68",12,11.59,58.92,0.27,1.33
,,,,냉장연어(F),,,"8,049","15,669.21","245,274.16",0,0,0,0,0
,,,,"냉장연어(F,포장횟감)",,,"1,656",530.68,"8,602.19",3,0.65,7.45,0,0
,,,,"냉장연어(F,횟감)",,,"2,313","2,056.08","27,007.28",2,1.77,21.99,0,0
,,,,"냉장연어(태평양연어,F,횟감)",,,1,0.01,0.05,1,0.01,0.05,0,0
,,,,냉장연어(태평양왕연어),,,216,54.11,782.04,0,0,0,0,0
,,,,냉장연어(태평양은연어),,,2,0.4,2.33,0,0,0,0,0
,,,,냉장연어(태평양홍연어),,,19,2.53,21.87,0,0,0,0,0
,,,,"냉장연어(훈제,F)",,,13,1.22,32.53,0,0,0,0,0
,,,,"냉장연어(훈제,S)",,,2,0.11,5.09,0,0,0,0,0
,,,,"냉장연어(훈제,구운,F)",,,1,0.02,0.29,0,0,0,0,0
,,,,냉장오징어,,,11,33.71,64.72,0,0,0,0,0
,,,,냉장오징어(동체),,,116,63.28,411.67,1,0.01,0.09,0,0
,,,,"냉장오징어(동체,자숙)",,,1,0.1,0.05,0,0,0,0,0
,,,,냉장오징어(화살오징어),,,175,21.18,187.13,0,0,0,0,0
,,,,냉장오징어(흰오징어),,,32,0.42,13.92,0,0,0,0,0
,,,,냉장옥덩굴,,,19,1.04,18.63,0,0,0,0,0
,,,,냉장우럭(별우럭),,,2,0.18,1.34,0,0,0,0,0
,,,,냉장우렁쉥이,,,4,10.68,13.48,0,0,0,0,0
,,,,냉장우렁쉥이살(횟감),,,2,0.21,0.72,0,0,0,0,0
,,,,냉장임연수어,,,491,603.96,947.07,0,0,0,0,0
,,,,냉장장갱이,,,1,0.58,0.87,0,0,0,0,0
,,,,냉장장어(갯장어),,,57,32.04,37.26,0,0,0,0,0
,,,,냉장장어(먹장어),,,6,1.43,2.91,0,0,0,0,0
,,,,냉장장어(무태장어),,,1,0.05,0.3,0,0,0,0,0
,,,,냉장장어(뱀장어),,,20,3.03,22.15,0,0,0,0,0
,,,,"냉장장어(뱀장어,F)",,,21,2.19,24.31,4,0.38,4.88,0,0
,,,,냉장장어(붕장어),,,"1,353",470.4,"1,294.04",0,0,0,0,0
,,,,"냉장장어(붕장어,F)",,,150,288.14,"1,988.76",0,0,0,0,0
,,,,냉장재첩,,,16,1.17,2.51,0,0,0,0,0
,,,,냉장전갱이,,,99,38.38,178.77,0,0,0,0,0
,,,,냉장전갱이(갈전갱이),,,6,0.37,3.75,0,0,0,0,0
,,,,"냉장전갱이(갈전갱이,F)",,,1,0.05,0.33,0,0,0,0,0
,,,,냉장전갱이(자숙),,,2,0.01,0.59,0,0,0,0,0
,,,,냉장전갱이(줄전갱이),,,33,0.42,8.3,0,0,0,0,0
,,,,"냉장전갱이(줄전갱이,F)",,,10,0.34,3.83,1,0.06,0.53,0,0
,,,,냉장전갱이(훈제),,,2,0.2,0.32,0,0,0,0,0
,,,,냉장전갱이(흑점줄전갱이),,,384,2.44,82.96,0,0,0,0,0
,,,,냉장전복,,,7,0.44,11.23,2,0.3,9.08,0,0
,,,,냉장전복살,,,2,1.11,4.28,0,0,0,0,0
,,,,냉장전복살(자숙),,,53,14.73,123.12,1,0.12,6.01,0,0
,,,,냉장전어,,,"1,662","4,343.49","7,849.09",1,0,0.02,0,0
,,,,냉장정어리,,,14,1.78,2.16,1,0,0.03,0,0
,,,,냉장조개(가무락조개),,,3,16.01,17.61,0,0,0,0,0
,,,,냉장조개(개조개),,,2,4.83,1.79,0,0,0,0,0
,,,,냉장조개(맛조개),,,2,1.76,1.66,0,0,0,0,0
,,,,냉장조개(민들조개),,,5,35.33,25.95,0,0,0,0,0
,,,,냉장조개(밤색무늬조개),,,1,0.52,0.47,0,0,0,0,0
,,,,냉장조개(새조개),,,3,0.86,0.41,2,0.48,0.2,0,0
,,,,냉장조개(코끼리조개),,,13,1.65,44.45,0,0,0,0,0
,,,,냉장조개(키조개),,,13,44.35,67.04,2,0.37,4.31,0,0
,,,,냉장조개(피조개),,,67,102.03,397.28,0,0,0,0,0
,,,,냉장조개살(가는이랑새조개),,,8,7.98,35.69,0,0,0,0,0
,,,,냉장조개살(갈매기조개),,,47,13.95,78.88,0,0,0,0,0
,,,,냉장조개살(개량조개),,,30,16.1,38.49,1,0,0.02,0,0
,,,,냉장조개살(밤색무늬조개),,,2,0.92,3.09,0,0,0,0,0
,,,,"냉장조개살(새꼬막,자숙)",,,1,0.13,0.39,0,0,0,0,0
,,,,냉장조개살(새조개),,,1,0,0.04,0,0,0,0,0
,,,,"냉장조개살(새조개,자숙)",,,3,1.01,15.1,1,0.74,11.61,0,0
,,,,냉장조개살(코끼리조개),,,1,0.02,0.37,0,0,0,0,0
,,,,냉장조개살(키조개),,,12,24.28,67.05,0,0,0,0,0
,,,,냉장조개살(피조개),,,"2,366",725.64,"19,408.1",0,0.23,5.58,0,0
,,,,냉장조기(부세),,,"6,502","54,864.73","143,559.58",14,91.54,321.97,0,0
,,,,냉장조기(참조기),,,169,189.21,528.17,0,0,0,0,0
,,,,냉장주꾸미,,,"27,777","33,356.35","113,037.22",35,66.32,123.49,0.88,1.36
,,,,냉장준치,,,"5,222","3,568.62","9,721.44",0,0,0,0,0
,,,,냉장준치(시궁배톱치),,,1,0.02,0.02,0,0,0,0,0
,,,,냉장쥐치,,,185,673.24,"1,189.09",0,0,0,0,0
,,,,냉장쥐치(F),,,1,0.02,0.04,0,0,0,0,0
,,,,냉장쥐치(말쥐치),,,159,797.09,"1,069.15",0,0,0,0,0
,,,,냉장청각,,,1,8.83,7.51,0,0,0,0,0
,,,,냉장청어,,,4,1.25,1.91,0,0,0,0,0
,,,,냉장청어(F),,,1,0,0.04,0,0,0,0,0
,,,,냉장큰구슬우렁이,,,1,0.39,0.31,0,0,0,0,0
,,,,냉장큰구슬우렁이살(자숙),,,2,21.16,29.73,0,0,0,0,0
,,,,냉장큰실말,,,2,2.19,6.33,0,0,0,0,0
,,,,냉장투어바리,,,5,0.33,3.82,0,0,0,0,0
,,,,냉장투어바리(F),,,4,0.08,1.47,0,0,0,0,0
,,,,냉장틸라피아(F),,,2,0.2,1.64,0,0,0,0,0
,,,,냉장학공치,,,32,20.94,37.25,0,0,0,0,0
,,,,냉장해삼,,,795,401.2,"2,042.73",1,0.01,0.03,0,0
,,,,냉장해삼(자숙),,,172,73.41,"3,345.54",3,0.62,1.24,0,0
,,,,냉장홍살치,,,19,0.16,7.4,1,0.03,0.66,0,0
,,,,냉장홍어,,,"25,082","30,241.79","105,325.2",8,7.8,24.06,0.42,0.57
,,,,냉장홍합,,,64,54.8,132.71,0,0,0,0,0
,,,,냉장황줄깜정이,,,1,0.03,0.14,0,0,0,0,0
,,,,냉장횟대,,,7,1.75,0.57,0,0,0,0,0
,,,,마른가물치,,,1,0.41,2.18,0,0,0,0,0
,,,,마른가물치(사두가물치),,,4,4.63,43.67,0,0,0,0,0
,,,,마른가오리,,,8,9.08,28.59,0,0,0,0,0
,,,,마른가자미,,,3,6.91,28.68,0,0,0,0,0
,,,,마른가자미(각시가자미),,,2,4.68,10.16,0,0,0,0,0
,,,,마른갈래곰보,,,15,7.23,87.31,0,0,0,0,0
,,,,마른갈치,,,6,8.87,30.51,2,3.4,12.3,0,0
,,,,마른감태,,,2,15.8,9.14,0,0,0,0,0
